employee_id,department,region,tenure_years,remote_worker,salary_band
5360,Marketing,UK,4.3,0,Junior
5361,Marketing,India,8.4,0,Junior
5362,Engineering,USA,12.9,0,Lead
5363,Finance,Germany,7.6,1,Mid
5364,Finance,USA,11.3,1,Lead
5365,Sales,Canada,6.1,0,Senior
5366,Finance,India,14.2,0,Junior
5367,Sales,France,5.6,1,Mid
5368,Engineering,Germany,5.8,0,Senior
5369,Finance,UK,0.5,0,Mid
5370,Operations,France,8.3,0,Senior
5371,Customer Success,France,14.2,1,Senior
5372,Engineering,France,14.7,1,Junior
5373,HR,India,13.8,1,Senior
5374,HR,Canada,12.9,1,Junior
5375,HR,USA,13.8,0,Mid
5376,Finance,Germany,9.7,0,Senior
5377,Operations,India,6.9,0,Junior
5378,Customer Success,UK,8.3,1,Senior
5379,Finance,Germany,7.8,0,Senior
5380,Finance,Germany,7.7,1,Junior
5381,Customer Success,Germany,11.4,0,Mid
5382,HR,USA,3.7,0,Lead
5383,Engineering,Germany,10.8,1,Senior
5384,Customer Success,Canada,3.5,0,Mid
5385,Marketing,Canada,10.1,1,Senior
5386,Operations,Germany,2.8,1,Lead
5387,Customer Success,UK,12.9,1,Senior
5388,HR,India,5.3,1,Senior
5389,Sales,Germany,1.4,1,Lead
5390,Engineering,USA,6.5,1,Mid
5391,Finance,India,2.5,0,Senior
5392,Engineering,Germany,2.9,0,Senior
5393,Engineering,India,3.2,1,Mid
5394,Sales,USA,11.5,1,Junior
5395,Operations,Germany,12.5,1,Senior
5396,Engineering,UK,14.5,0,Lead
5397,Marketing,USA,12.1,0,Junior
5398,HR,India,5.8,1,Mid
5399,Sales,UK,11.4,1,Lead
5400,Operations,India,3.5,0,Senior
5401,HR,USA,5.4,1,Junior
5402,Operations,India,5.9,0,Lead
5403,Sales,UK,2.7,0,Senior
5404,Engineering,France,4.8,0,Lead
5405,Finance,UK,11.3,0,Junior
5406,HR,UK,9.1,1,Lead
5407,Sales,France,11.3,0,Junior
5408,Operations,France,11.1,1,Mid
5409,Customer Success,Germany,2.1,0,Lead
5410,Customer Success,UK,1.2,1,Junior
5411,Operations,UK,1.1,1,Lead
5412,Sales,France,14.0,0,Mid
5413,Sales,UK,2.5,1,Mid
5414,Operations,India,9.5,0,Junior
5415,Sales,Canada,3.9,0,Junior
5416,Engineering,Germany,13.7,1,Mid
5417,Marketing,Germany,14.4,1,Mid
5418,HR,Canada,11.9,1,Junior
5419,Finance,UK,9.7,0,Junior
5420,HR,Germany,2.6,1,Senior
5421,Finance,India,1.7,1,Lead
5422,Finance,Canada,4.4,0,Lead
5423,Sales,Germany,3.3,0,Senior
5424,Marketing,Canada,7.5,0,Junior
5425,Marketing,France,2.3,1,Junior
5426,Sales,USA,6.8,1,Lead
5427,Engineering,France,11.7,0,Lead
5428,Engineering,Canada,14.8,0,Lead
5429,Marketing,France,4.3,1,Senior
5430,Finance,France,2.1,0,Mid
5431,Customer Success,UK,7.0,1,Senior
5432,Engineering,France,10.1,0,Junior
5433,HR,Germany,12.4,0,Lead
5434,Customer Success,USA,10.9,1,Mid
5435,Sales,France,1.9,1,Mid
5436,Marketing,Germany,13.4,1,Junior
5437,Engineering,India,7.9,1,Junior
5438,Marketing,USA,11.4,0,Senior
5439,HR,France,14.1,1,Mid
5440,Sales,UK,4.7,1,Lead
5441,Finance,India,5.4,1,Junior
5442,Operations,Germany,8.6,1,Lead
5443,Operations,Germany,9.4,0,Junior
5444,Sales,Germany,1.4,0,Junior
5445,Engineering,France,9.5,1,Mid
5446,Marketing,India,10.3,0,Senior
5447,Engineering,France,14.0,1,Lead
5448,Operations,Canada,2.4,1,Lead
5449,Customer Success,India,8.7,1,Mid
5450,Marketing,UK,3.8,1,Senior
5451,Finance,USA,7.4,0,Senior
5452,HR,Canada,1.9,1,Lead
5453,Marketing,Germany,12.6,1,Senior
5454,Operations,Germany,5.6,0,Lead
5455,Operations,USA,14.6,1,Senior
5456,Operations,India,13.6,1,Junior
5457,Finance,UK,5.9,1,Junior
5458,HR,UK,4.9,1,Junior
5459,Marketing,USA,12.9,0,Lead
5460,HR,UK,1.4,1,Mid
5461,Customer Success,Germany,4.9,0,Senior
5462,Customer Success,Canada,11.2,1,Senior
5463,Engineering,India,6.1,1,Mid
5464,Finance,USA,12.1,1,Senior
5465,Customer Success,Germany,10.9,0,Lead
5466,Marketing,UK,6.7,0,Junior
5467,HR,India,12.7,0,Mid
5468,HR,USA,6.1,1,Junior
5469,HR,UK,0.9,1,Lead
5470,Customer Success,USA,2.2,0,Senior
5471,HR,Canada,2.8,0,Mid
5472,Customer Success,India,10.3,1,Lead
5473,Operations,Germany,2.8,1,Lead
5474,Operations,Germany,9.9,1,Senior
5475,Engineering,Canada,7.3,1,Junior
5476,HR,Canada,1.7,0,Lead
5477,Finance,Germany,12.6,1,Mid
5478,Engineering,Germany,9.4,1,Junior
5479,Marketing,Germany,11.9,0,Lead
5480,Finance,France,13.7,1,Mid
5481,Sales,Germany,9.4,0,Lead
5482,Sales,USA,13.3,0,Senior
5483,Marketing,France,11.3,0,Junior
5484,Customer Success,India,13.6,0,Mid
5485,Finance,Canada,4.9,1,Junior
5486,Finance,Germany,13.1,1,Senior
5487,Customer Success,France,9.2,1,Senior
5488,Finance,Germany,6.6,1,Junior
5489,Engineering,USA,9.1,0,Lead
5490,Finance,Canada,11.4,1,Junior
5491,Marketing,India,14.8,0,Junior
5492,Customer Success,USA,0.6,1,Junior
5493,Finance,France,14.9,1,Senior
5494,Sales,UK,3.4,0,Junior
5495,Engineering,Canada,4.6,1,Junior
5496,Customer Success,UK,3.8,0,Junior
5497,HR,Germany,4.6,1,Senior
5498,Sales,France,4.9,0,Lead
5499,Engineering,USA,9.8,0,Senior
5500,Engineering,Germany,4.9,0,Lead
5501,HR,India,9.3,1,Junior
5502,Operations,UK,13.1,1,Senior
5503,Operations,France,8.8,0,Senior
5504,Finance,USA,9.4,0,Lead
5505,Customer Success,Germany,14.4,1,Senior
5506,Operations,Germany,8.6,0,Lead
5507,HR,UK,3.6,0,Lead
5508,HR,Canada,2.3,1,Junior
5509,Engineering,UK,8.1,1,Junior
5510,Finance,France,5.6,1,Senior
5511,Operations,France,6.5,1,Senior
5512,Engineering,India,0.7,1,Mid
5513,Sales,Canada,2.9,0,Lead
5514,Finance,UK,13.7,0,Lead
5515,Engineering,USA,8.7,0,Lead
5516,Engineering,Germany,10.8,1,Lead
5517,Sales,France,5.6,0,Senior
5518,Operations,Canada,4.1,1,Senior
5519,Finance,France,11.4,0,Junior
5520,Sales,France,6.0,0,Junior
5521,Finance,USA,14.9,1,Junior
5522,Operations,Canada,1.8,0,Mid
5523,Finance,India,12.6,1,Mid
5524,Sales,UK,6.1,0,Mid
5525,Sales,Germany,9.5,1,Senior
5526,Finance,Germany,12.8,0,Lead
5527,Sales,UK,14.7,0,Lead
5528,Operations,France,2.5,1,Junior
5529,Marketing,USA,8.1,0,Junior
5530,Engineering,USA,11.8,1,Mid
5531,HR,UK,2.8,1,Lead
5532,Operations,UK,11.7,0,Lead
5533,Finance,USA,3.1,1,Lead
5534,Sales,USA,3.5,1,Mid
5535,Customer Success,Germany,5.6,1,Mid
5536,Finance,USA,4.4,0,Mid
5537,Customer Success,UK,3.9,0,Lead
5538,Finance,France,2.1,1,Lead
5539,Sales,France,6.1,0,Junior
5540,Engineering,Canada,10.9,0,Lead
5541,HR,UK,12.1,1,Mid
5542,Customer Success,Canada,2.7,0,Junior
5543,Marketing,USA,12.0,0,Lead
5544,Engineering,Canada,10.1,0,Mid
5545,Marketing,USA,11.9,1,Junior
5546,HR,UK,1.2,0,Mid
5547,Customer Success,Canada,0.9,1,Mid
5548,Finance,France,14.9,1,Lead
5549,HR,USA,7.1,0,Senior
5550,Finance,USA,3.2,1,Mid
5551,Engineering,Canada,6.7,1,Senior
5552,Engineering,Canada,5.4,0,Mid
5553,Marketing,USA,12.5,0,Senior
5554,Sales,UK,1.2,0,Junior
5555,Sales,France,13.4,1,Senior
5556,Sales,France,14.5,0,Mid
5557,Customer Success,Germany,9.1,0,Junior
5558,Operations,Canada,4.4,0,Mid
5559,Marketing,Canada,12.7,0,Senior
5560,HR,USA,9.5,1,Junior
5561,Engineering,Canada,3.5,1,Lead
5562,Operations,UK,8.7,1,Senior
5563,Marketing,USA,14.2,0,Junior
5564,HR,Germany,14.3,0,Mid
5565,Finance,Canada,9.2,0,Mid
5566,Finance,USA,12.8,0,Lead
5567,HR,Canada,11.7,1,Lead
5568,Marketing,Canada,0.8,0,Junior
5569,Finance,Canada,6.0,0,Junior
5570,Sales,India,3.0,0,Lead
5571,Marketing,France,13.3,0,Mid
5572,Engineering,France,1.8,0,Mid
5573,Engineering,UK,11.1,0,Senior
5574,Customer Success,USA,11.0,0,Lead
5575,HR,UK,6.6,0,Mid
5576,Marketing,Germany,12.0,0,Senior
5577,Engineering,France,2.5,0,Lead
5578,Sales,USA,6.5,1,Mid
5579,Customer Success,France,10.2,1,Junior
5580,Sales,France,14.1,0,Lead
5581,Finance,India,8.1,1,Junior
5582,Marketing,Canada,12.0,1,Mid
5583,Operations,France,10.8,1,Senior
5584,Customer Success,France,14.6,1,Lead
5585,Sales,France,12.6,0,Junior
5586,HR,France,9.9,0,Junior
5587,Engineering,UK,7.4,1,Mid
5588,HR,India,4.5,1,Senior
5589,Customer Success,Canada,12.6,1,Mid
5590,HR,USA,12.7,0,Mid
5591,Marketing,UK,10.9,0,Mid
5592,Customer Success,UK,5.8,0,Mid
5593,Operations,India,2.3,0,Lead
5594,Sales,France,5.3,0,Mid
5595,Sales,Germany,12.1,1,Mid
5596,Sales,Canada,11.7,0,Senior
5597,Marketing,France,2.9,1,Junior
5598,Marketing,USA,10.1,1,Lead
5599,HR,Germany,10.7,1,Mid
5600,Customer Success,Canada,8.0,1,Mid
5601,Customer Success,India,9.5,1,Junior
5602,Finance,UK,9.7,0,Lead
5603,Operations,France,11.4,0,Senior
5604,Operations,USA,5.6,0,Lead
5605,Marketing,USA,1.9,1,Senior
5606,Finance,UK,8.5,0,Junior
5607,Finance,Canada,6.7,0,Senior
5608,Customer Success,Germany,11.8,1,Junior
5609,Operations,India,3.3,0,Junior
5610,Operations,France,7.0,0,Senior
5611,Customer Success,UK,10.1,1,Lead
5612,Sales,USA,11.2,0,Mid
5613,Engineering,India,0.6,0,Junior
5614,Operations,USA,11.9,1,Senior
5615,Sales,Canada,2.9,0,Lead
5616,HR,Canada,2.2,0,Junior
5617,HR,UK,10.3,0,Lead
5618,Engineering,UK,11.1,1,Junior
5619,Operations,USA,12.4,0,Junior
5620,Customer Success,India,3.5,0,Lead
5621,Marketing,India,3.4,0,Lead
5622,Operations,Canada,10.6,1,Mid
5623,Customer Success,Germany,14.7,0,Junior
5624,HR,Canada,2.8,0,Junior
5625,Customer Success,USA,12.2,1,Mid
5626,HR,France,3.3,0,Lead
5627,Customer Success,Germany,5.9,0,Mid
5628,Customer Success,Germany,1.6,1,Mid
5629,Marketing,France,12.0,0,Lead
5630,Sales,Germany,12.4,1,Senior
5631,Customer Success,France,10.9,0,Mid
5632,Engineering,India,7.3,1,Mid
5633,Marketing,Germany,13.7,1,Mid
5634,Finance,Canada,3.6,0,Senior
5635,HR,Germany,7.9,1,Lead
5636,Operations,India,10.3,1,Junior
5637,Marketing,Canada,2.1,0,Junior
5638,HR,USA,5.0,0,Senior
5639,Sales,India,1.5,0,Junior
5640,Customer Success,USA,3.9,1,Junior
5641,Marketing,UK,8.9,0,Lead
5642,Engineering,Germany,1.6,0,Mid
5643,Marketing,USA,11.8,1,Junior
5644,Engineering,Canada,14.6,1,Mid
5645,Sales,Germany,10.3,0,Senior
5646,HR,UK,3.0,0,Mid
5647,Operations,India,7.8,0,Senior
5648,HR,Canada,8.8,0,Junior
5649,Marketing,Germany,5.0,1,Junior
5650,Sales,UK,0.7,1,Mid
5651,Customer Success,Canada,14.4,0,Junior
5652,Marketing,Canada,0.9,0,Senior
5653,Finance,UK,9.8,1,Lead
5654,Engineering,India,11.5,0,Senior
5655,Operations,USA,13.4,1,Mid
5656,Marketing,India,14.4,0,Senior
5657,Sales,USA,8.2,1,Mid
5658,Operations,Germany,14.8,0,Mid
5659,Sales,France,9.1,1,Junior
5660,Sales,USA,2.7,0,Mid
5661,Sales,Canada,8.1,1,Mid
5662,Finance,UK,9.3,0,Senior
5663,HR,France,4.9,1,Lead
5664,Marketing,UK,10.8,0,Senior
5665,Marketing,France,4.0,0,Mid
5666,Operations,France,8.8,0,Lead
5667,Customer Success,Canada,11.7,1,Mid
5668,Sales,India,8.6,0,Junior
5669,Customer Success,UK,7.4,1,Mid
5670,Marketing,Canada,2.5,0,Senior
5671,Engineering,UK,14.1,1,Senior
5672,Finance,UK,5.3,0,Senior
5673,Marketing,France,2.1,1,Lead
5674,Customer Success,Germany,5.4,0,Senior
5675,Engineering,Germany,14.4,0,Senior
5676,Marketing,USA,7.4,1,Junior
5677,Engineering,USA,5.3,0,Junior
5678,Finance,USA,11.8,0,Junior
5679,Operations,India,1.2,0,Mid
5680,Marketing,Canada,7.7,0,Junior
5681,Engineering,UK,8.5,1,Senior
5682,Sales,Canada,1.8,1,Senior
5683,HR,Germany,12.5,0,Lead
5684,Marketing,France,4.9,1,Senior
5685,Sales,UK,11.0,1,Senior
5686,Sales,UK,0.7,0,Mid
5687,Finance,USA,12.7,0,Lead
5688,Customer Success,UK,13.0,0,Mid
5689,Marketing,Canada,4.1,0,Mid
5690,Engineering,UK,4.9,1,Mid
5691,Operations,UK,6.1,1,Senior
5692,Sales,UK,1.1,0,Mid
5693,Engineering,USA,7.1,1,Lead
5694,Marketing,Germany,3.0,0,Lead
5695,HR,USA,2.8,1,Junior
5696,Customer Success,UK,9.6,0,Mid
5697,Customer Success,USA,4.5,1,Senior
5698,Operations,USA,8.0,1,Mid
5699,Marketing,France,8.7,1,Senior
5700,Sales,India,2.2,0,Lead
5701,Engineering,France,7.1,1,Lead
5702,Engineering,France,13.7,0,Mid
5703,Engineering,India,13.5,0,Senior
5704,Operations,USA,11.9,1,Senior
5705,HR,Germany,1.5,0,Junior
5706,Sales,USA,12.1,0,Junior
5707,HR,France,8.0,0,Mid
5708,Sales,France,2.1,0,Senior
5709,Customer Success,India,7.8,1,Lead
5710,Sales,UK,1.4,0,Lead
5711,Operations,UK,4.1,0,Mid
5712,Finance,UK,11.4,0,Junior
5713,Sales,France,6.1,0,Lead
5714,HR,France,11.1,0,Junior
5715,Sales,France,0.6,0,Senior
5716,HR,France,3.8,0,Junior
5717,Customer Success,USA,12.6,0,Senior
5718,Engineering,Germany,14.7,0,Lead
5719,Operations,UK,14.4,0,Junior
5720,Marketing,USA,3.2,1,Senior
5721,Engineering,UK,7.1,1,Mid
5722,Engineering,India,11.6,0,Mid
5723,Sales,USA,11.0,1,Senior
5724,HR,Canada,4.6,1,Senior
5725,Finance,Canada,0.5,0,Mid
5726,Finance,Germany,4.3,0,Senior
5727,Finance,Canada,10.8,0,Mid
5728,Operations,India,2.7,0,Senior
5729,Operations,Germany,10.8,1,Mid
5730,Sales,India,1.5,0,Junior
5731,Marketing,UK,5.7,1,Lead
5732,Sales,UK,13.4,0,Mid
5733,Marketing,Germany,10.3,0,Mid
5734,Engineering,France,7.5,0,Junior
5735,Operations,Canada,9.4,1,Mid
5736,Sales,Canada,9.6,1,Lead
5737,Engineering,France,7.3,1,Junior
5738,Operations,Canada,6.2,0,Mid
5739,Engineering,UK,3.2,0,Lead
5740,Finance,India,13.2,0,Junior
5741,Engineering,UK,6.6,0,Lead
5742,Sales,UK,3.7,0,Mid
5743,Marketing,Germany,1.6,1,Senior
5744,Customer Success,France,11.1,0,Junior
5745,Marketing,Germany,12.2,0,Junior
5746,Operations,Canada,5.5,1,Mid
5747,Marketing,Canada,5.1,1,Senior
5748,Engineering,Germany,2.4,0,Junior
5749,Engineering,USA,10.6,1,Lead
5750,Finance,Canada,13.5,0,Senior
5751,Marketing,Germany,7.8,0,Junior
5752,Operations,Germany,0.6,0,Senior
5753,HR,Germany,1.8,1,Lead
5754,Operations,Canada,13.7,0,Junior
5755,Customer Success,France,13.5,1,Junior
5756,Customer Success,Canada,7.5,1,Mid
5757,Operations,UK,4.6,0,Mid
5758,Marketing,Germany,2.5,0,Junior
5759,Finance,Germany,12.2,1,Senior
5760,HR,Canada,4.1,0,Senior
5761,Marketing,India,12.2,0,Mid
5762,Engineering,Canada,0.8,1,Junior
5763,Marketing,USA,6.0,1,Junior
5764,Marketing,USA,9.1,0,Senior
5765,Sales,Canada,3.8,1,Senior
5766,Customer Success,Canada,14.1,0,Senior
5767,HR,Canada,13.1,0,Senior
5768,Engineering,UK,10.8,0,Lead
5769,Finance,Germany,13.7,1,Senior
5770,HR,France,2.9,1,Junior
5771,Customer Success,UK,1.5,1,Senior
5772,Sales,India,2.8,0,Lead
5773,Operations,Germany,6.0,1,Senior
5774,Finance,France,7.7,0,Senior
5775,Marketing,India,10.3,0,Senior
5776,Customer Success,USA,12.2,1,Lead
5777,Engineering,Canada,4.0,1,Junior
5778,Customer Success,France,9.7,0,Senior
5779,Engineering,Canada,10.7,0,Lead
5780,Marketing,UK,8.9,1,Mid
5781,Customer Success,France,11.7,0,Lead
5782,Finance,USA,3.0,0,Junior
5783,Marketing,India,2.0,1,Mid
5784,Sales,UK,10.6,0,Lead
5785,Finance,India,2.9,1,Lead
5786,Customer Success,USA,15.0,0,Senior
5787,Finance,India,9.1,1,Lead
5788,HR,Canada,0.9,1,Mid
5789,Sales,Germany,5.7,1,Junior
5790,HR,USA,10.5,0,Mid
5791,Finance,UK,1.6,1,Mid
5792,Operations,USA,5.3,0,Lead
5793,Operations,USA,1.8,0,Mid
5794,HR,Germany,12.6,0,Mid
5795,Operations,UK,6.5,0,Junior
5796,HR,India,10.4,0,Mid
5797,Engineering,India,4.5,1,Senior
5798,Marketing,Canada,1.5,1,Lead
5799,Customer Success,Germany,5.5,1,Lead
5800,Customer Success,Germany,14.8,0,Mid
5801,Marketing,France,14.5,0,Junior
5802,HR,Germany,11.0,0,Mid
5803,HR,France,8.3,0,Senior
5804,Sales,India,8.8,1,Junior
5805,Engineering,USA,2.7,1,Junior
5806,Sales,Canada,10.2,1,Lead
5807,Finance,USA,3.0,1,Senior
5808,Customer Success,Germany,8.8,0,Junior
5809,Engineering,Germany,6.4,1,Senior
5810,HR,UK,13.8,1,Lead
5811,Finance,USA,5.8,0,Mid
5812,Finance,UK,5.9,0,Mid
5813,Customer Success,Germany,10.7,1,Junior
5814,HR,Canada,10.9,1,Lead
5815,Finance,Germany,5.8,1,Lead
5816,Customer Success,USA,1.9,1,Junior
5817,HR,Germany,4.9,0,Senior
5818,Engineering,Canada,3.2,0,Mid
5819,HR,UK,3.0,0,Lead
5820,Customer Success,India,14.9,1,Lead
5821,Operations,India,10.9,1,Junior
5822,Engineering,USA,0.7,0,Mid
5823,Operations,Germany,4.5,1,Lead
5824,Sales,France,2.8,0,Senior
5825,Sales,UK,3.0,0,Lead
5826,HR,India,11.6,1,Senior
5827,Marketing,UK,12.6,1,Mid
5828,HR,Canada,7.7,0,Senior
5829,Finance,France,5.9,0,Senior
5830,HR,USA,11.7,0,Junior
5831,Customer Success,UK,13.5,1,Junior
5832,Marketing,USA,7.6,1,Junior
5833,Engineering,USA,13.8,0,Lead
5834,Operations,UK,13.6,0,Junior
5835,Sales,UK,4.2,1,Junior
5836,Engineering,France,4.8,0,Lead
5837,HR,France,8.2,0,Lead
5838,HR,USA,10.7,0,Junior
5839,Operations,USA,6.7,0,Junior
5840,Marketing,USA,13.6,0,Mid
5841,Customer Success,UK,11.3,0,Junior
5842,HR,Canada,4.7,1,Mid
5843,Customer Success,UK,4.8,0,Mid
5844,Sales,Germany,10.2,1,Junior
5845,HR,India,0.5,1,Lead
5846,Operations,Canada,0.8,1,Mid
5847,Operations,USA,4.2,1,Mid
5848,Sales,France,8.3,0,Senior
5849,Marketing,France,9.5,1,Senior
5850,Marketing,Germany,3.9,0,Junior
5851,HR,Canada,10.3,1,Junior
5852,HR,Canada,8.3,1,Lead
5853,Operations,India,9.2,1,Junior
5854,Engineering,India,11.0,0,Mid
5855,Operations,Germany,3.3,0,Junior
5856,Finance,USA,2.7,0,Senior
5857,Marketing,Canada,9.8,1,Lead
5858,Engineering,UK,1.7,0,Lead
5859,Operations,USA,2.9,1,Junior
5860,Marketing,Canada,12.6,1,Mid
5861,HR,UK,3.1,0,Mid
5862,Customer Success,UK,9.5,0,Mid
5863,Finance,India,7.7,0,Mid
5864,Engineering,India,9.1,0,Mid
5865,Finance,France,4.3,1,Senior
5866,Marketing,Canada,9.1,0,Mid
5867,Engineering,France,14.1,0,Lead
5868,Marketing,Canada,10.0,1,Mid
5869,Customer Success,Canada,3.3,1,Senior
5870,Engineering,UK,14.2,0,Senior
5871,Sales,Canada,13.1,1,Mid
5872,Sales,India,9.6,0,Senior
5873,Engineering,UK,7.6,0,Lead
5874,Engineering,UK,1.6,1,Senior
5875,Sales,India,1.0,0,Lead
5876,Marketing,Germany,12.1,0,Senior
5877,Finance,India,4.6,1,Senior
5878,Engineering,Canada,5.9,0,Junior
5879,HR,UK,14.7,1,Junior
5880,Customer Success,USA,12.2,0,Mid
5881,Sales,Germany,10.8,1,Lead
5882,Customer Success,USA,6.8,1,Lead
5883,Finance,UK,1.6,0,Junior
5884,Operations,France,5.1,1,Mid
5885,Engineering,France,1.0,1,Lead
5886,Finance,France,3.2,1,Mid
5887,HR,UK,8.6,0,Senior
5888,Marketing,Germany,6.0,0,Junior
5889,Engineering,France,6.9,0,Mid
5890,Customer Success,Canada,7.5,1,Lead
5891,Sales,UK,1.5,1,Junior
5892,Engineering,France,14.1,1,Senior
5893,Marketing,UK,7.7,1,Mid
5894,Sales,UK,4.1,0,Mid
5895,HR,Germany,13.5,1,Junior
5896,Engineering,Germany,9.8,0,Junior
5897,Marketing,India,12.0,0,Junior
5898,Marketing,India,8.1,1,Mid
5899,Marketing,USA,0.9,1,Senior
5900,Engineering,UK,14.5,1,Lead
5901,Finance,USA,5.5,0,Mid
5902,Engineering,Germany,12.7,0,Mid
5903,HR,India,11.8,1,Mid
5904,Engineering,USA,0.6,1,Mid
5905,Customer Success,Germany,6.7,0,Lead
5906,Customer Success,India,8.7,1,Mid
5907,Customer Success,Germany,7.4,1,Lead
5908,Engineering,UK,6.3,1,Junior
5909,Customer Success,India,7.6,0,Junior
5910,Customer Success,India,9.3,1,Junior
5911,Finance,UK,4.1,0,Lead
5912,Sales,UK,13.7,1,Junior
5913,Operations,France,3.8,1,Junior
5914,Engineering,Germany,0.8,0,Senior
5915,Sales,France,15.0,1,Mid
5916,Customer Success,UK,1.5,1,Mid
5917,Marketing,USA,5.3,1,Junior
5918,HR,France,8.0,0,Mid
5919,Sales,Germany,10.5,0,Senior
5920,Operations,India,3.6,0,Mid
5921,Marketing,France,10.9,1,Junior
5922,Customer Success,UK,3.6,1,Lead
5923,Marketing,France,14.7,1,Junior
5924,HR,Canada,3.1,1,Junior
5925,Marketing,USA,6.9,0,Junior
5926,Sales,UK,14.6,0,Senior
5927,Customer Success,USA,1.4,0,Lead
5928,Customer Success,USA,9.6,1,Mid
5929,HR,UK,10.1,0,Mid
5930,Customer Success,Canada,7.9,0,Senior
5931,Marketing,UK,10.6,1,Junior
5932,Marketing,UK,12.4,0,Senior
5933,Sales,USA,12.7,0,Senior
5934,Finance,India,11.5,1,Senior
5935,Operations,France,13.7,0,Senior
5936,Customer Success,Germany,10.2,0,Junior
5937,Customer Success,Germany,2.7,1,Lead
5938,Customer Success,Canada,12.7,1,Junior
5939,Sales,UK,5.2,0,Lead
5940,Finance,India,2.0,0,Mid
5941,Marketing,France,8.9,0,Senior
5942,Operations,USA,2.8,1,Senior
5943,Finance,Germany,3.9,1,Mid
5944,Operations,Germany,6.1,0,Lead
5945,Finance,France,9.3,1,Senior
5946,Finance,India,8.4,0,Mid
5947,Customer Success,UK,5.1,0,Lead
5948,Operations,France,12.1,1,Senior
5949,Customer Success,Canada,0.8,0,Mid
5950,Engineering,Germany,7.3,0,Mid
5951,Engineering,Germany,14.4,0,Mid
5952,Sales,India,1.0,0,Junior
5953,Sales,Canada,7.5,0,Lead
5954,HR,Canada,13.3,1,Junior
5955,Sales,UK,11.4,1,Junior
5956,HR,India,1.5,1,Mid
5957,Finance,Canada,5.9,0,Mid
5958,Marketing,France,5.6,1,Mid
5959,Finance,USA,5.9,0,Lead
5960,HR,France,3.7,1,Lead
5961,Engineering,Germany,10.6,1,Senior
5962,HR,UK,3.4,1,Lead
5963,Marketing,India,11.6,1,Junior
5964,Customer Success,USA,13.0,0,Lead
5965,Finance,UK,7.5,1,Senior
5966,Engineering,Germany,10.4,1,Senior
5967,Engineering,UK,5.0,0,Junior
5968,Finance,UK,1.8,1,Senior
5969,Finance,Germany,8.8,0,Senior
5970,Customer Success,Germany,7.7,1,Senior
5971,Customer Success,France,12.6,0,Lead
5972,HR,Germany,4.2,0,Mid
5973,Marketing,Germany,14.2,0,Mid
5974,Operations,UK,8.4,1,Junior
5975,Sales,UK,14.3,0,Lead
5976,Operations,Canada,7.4,0,Mid
5977,Finance,Germany,10.5,0,Lead
5978,Sales,India,1.8,0,Lead
5979,HR,USA,9.2,1,Junior
5980,Engineering,USA,6.6,1,Junior
5981,Finance,Canada,6.1,0,Lead
5982,Engineering,France,13.2,0,Lead
5983,Engineering,USA,1.7,1,Senior
5984,Operations,Canada,12.3,1,Senior
5985,Sales,Germany,0.8,0,Senior
5986,Customer Success,Canada,14.4,0,Junior
5987,Customer Success,UK,2.9,0,Junior
5988,Finance,Germany,13.5,1,Senior
5989,Finance,UK,12.9,0,Lead
5990,Marketing,USA,12.4,1,Lead
5991,Sales,UK,10.8,1,Lead
5992,Customer Success,USA,4.8,0,Junior
5993,Customer Success,UK,12.4,1,Mid
5994,Finance,India,3.0,0,Senior
5995,HR,France,5.3,0,Mid
5996,HR,USA,10.4,1,Lead
5997,HR,Germany,11.1,1,Senior
5998,Marketing,India,2.8,0,Senior
5999,Engineering,France,13.3,0,Junior
6000,Customer Success,India,13.9,1,Junior
6001,HR,UK,2.8,1,Lead
6002,Marketing,Canada,9.3,0,Junior
6003,Finance,Canada,2.8,1,Lead
6004,HR,Germany,8.8,0,Lead
6005,Finance,India,10.4,0,Lead
6006,Engineering,USA,8.4,0,Lead
6007,HR,India,9.3,1,Senior
6008,Customer Success,Canada,2.5,1,Senior
6009,Finance,USA,8.9,1,Senior
6010,Finance,Germany,4.6,0,Lead
6011,Marketing,USA,2.6,0,Junior
6012,Customer Success,France,7.5,1,Senior
6013,Sales,USA,1.1,1,Lead
6014,Marketing,USA,2.9,0,Mid
6015,HR,France,13.8,1,Junior
6016,Operations,France,1.9,0,Mid
6017,Finance,UK,9.6,0,Lead
6018,Sales,USA,5.0,1,Junior
6019,Marketing,France,3.4,1,Junior
6020,Operations,India,8.0,0,Lead
6021,Marketing,India,9.5,0,Senior
6022,Finance,Germany,7.8,0,Senior
6023,Sales,Germany,11.5,1,Mid
6024,Customer Success,UK,6.1,1,Lead
6025,Marketing,France,11.3,0,Senior
6026,HR,France,12.3,0,Junior
6027,Sales,Germany,1.4,0,Junior
6028,Marketing,France,8.6,1,Senior
6029,Customer Success,Canada,2.1,1,Mid
6030,Sales,France,13.0,1,Junior
6031,HR,Germany,14.2,0,Lead
6032,Operations,France,0.6,1,Lead
6033,Customer Success,Canada,13.9,0,Lead
6034,Sales,Germany,9.9,0,Mid
6035,Finance,France,9.8,1,Senior
6036,Customer Success,Germany,3.4,1,Lead
6037,HR,UK,1.6,1,Junior
6038,HR,Canada,8.0,1,Lead
6039,Sales,Canada,13.1,1,Senior
6040,Finance,USA,5.5,0,Junior
